variant_id,question,answer
71_prompt01_s02,"In a math contest, 59 numbered seats are arranged around a circular table. A subset S of these seats is called admissible if |S| = 16 and, in every block of 6 consecutive seats around the circle, at most 5 of them lie in S. How many admissible subsets are there?",108779629717220
72_prompt01_s01,"Let \(\mathbb{Z}/n\mathbb{Z}\) denote the integers modulo \(n\). Determine the second-smallest square-free composite number \(n\) (that is, a product of two distinct primes) for which there exists a unit \(u\) modulo \(n\) such that, for every integer \(k\in\{0,1,2,\dots,231\}\), the map \(x\mapsto ux+kx=(u+k)x\) is a bijection on \(\mathbb{Z}/n\mathbb{Z}\). Report \(n\). (So there are 232 such maps, one for each \(k\).)",56153
73_prompt02_s03,"Vera has a row of 49149 coins. Their initial orientations follow a periodic pattern: starting from the left, there are 971 consecutive tails-up coins, then 811 consecutive heads-up coins, and this block repeats cyclically until all 49149 coins are placed (the final block may be truncated). On the first move, she may flip any coin. On each subsequent move, she may only flip a coin adjacent to the coin she flipped on the previous move (we do not consider a coin to be adjacent to itself). Determine the smallest possible number of moves Vera can make to reach a state in which every coin is heads-up.",98168
74_prompt02_s01,"Consider the square lattice of integer points with coordinates (x, y) where 1 <= x <= 2925 and 1 <= y <= 2925. Select a subset S of these lattice points subject to the following two global constraints:
1) For any two distinct rows y = r1 and y = r2, the average of the x-coordinates of any two points of S in row r1 is never equal to the average of the x-coordinates of any two points of S in row r2. Equivalently, no four selected points can form an isosceles trapezoid whose bases are horizontal (rectangles are considered isosceles trapezoids).
2) For any two distinct columns x = c1 and x = c2, the average of the y-coordinates of any two points of S in column c1 is never equal to the average of the y-coordinates of any two points of S in column c2. Equivalently, no four selected points can form an isosceles trapezoid whose bases are vertical (rectangles are considered isosceles trapezoids).
You are additionally told that in an optimal construction one may assume (and you must implicitly justify by your argument) that no row and no column contains more than three selected points.
What is the maximum possible size of S in terms of 2925?",7311
75_prompt01_s02,"In a math contest, 149 students are each paired with every other student, forming a complete graph on 149 vertices. Each pair is assigned an integer score from the set 3, 6, 9 with 3 < 6 < 9. The assignment must satisfy: for every group of 7 students, the sum of all pairwise scores among them is at least binomial(7, 2) * 3 + (6 - 3). Among all such assignments, determine the minimum possible average score across all pairs. If this minimum average equals m/n in lowest terms, compute m + n.",668
76_prompt01_s01,"In a math contest, 86 integers a_1, a_2, ..., a_86 are arranged in a nondecreasing sequence with a_1 = 4 and a_86 = 61. Each step is bounded: for every i, a_{i+1} - a_i is an integer in [0, 3]. Define F = (a_1^2 + a_2^2 + ... + a_86^2) - 1(a_1a_2 + a_2a_3 + ... + a_{n-1}a_86) - (a_1a_3 + a_2a_4 + ... + a_{n-2}a_86). Find the minimal possible value of F.",-266660
77_prompt01_s01,"Let num_vars be an integer at least 4. Define S_num_vars to be the set of integers s satisfying s >= 4510 for which there exist positive integers a1, a2, ..., a7 with exactly num_vars−1 of them equal (so the num_vars numbers are not all equal), such that a1 + a2 + ... + a7 = s and s divides the sum over i from 1 to num_vars of the product of all a_j with j != i. Compute the sum of the 10 smallest elements of S_num_vars when num_vars = 7.",45350
78_prompt01_s03,"In a math contest, define F(r, c, k) as the number of black/white colorings of an r×c toroidal chessboard (rows and columns wrap around cyclically) such that: (i) no two black cells are horizontally or vertically adjacent (including wrap-around), and (ii) between any two consecutive rows, no two black cells are diagonally adjacent in either direction (both NE and NW are forbidden, with indices taken modulo r and c). Additionally, the first row contains exactly k black cells. Given c = 5, k = 1, and r ranging from 6 to 7 inclusive, compute S = ∑_{r=6}^7 F(r, 5, 1).",14520
79_prompt01_s01,"In a math contest, consider a circular binary sequence a_1, a_2, ..., a_27 with indices taken modulo 27, so adjacency includes the wrap-around pair (a_27, a_1). A ""reverse order"" is an adjacent pair equal to (1,0). You are told that a_1 = 0, that the wrap-around pair (a_27, a_1) is a reverse order, that the sequence has exactly 5 reverse orders around the circle, and that it contains exactly 17 ones in total. Additionally, every maximal run of consecutive 1s has length between 2 and 6 inclusive, and every maximal run of consecutive 0s has length between 2 and 4 inclusive. How many such sequences exist?",255
8_prompt02_s01,"In a math contest, there are 16 questions, and each question has exactly two options. A group of students submits answer sheets satisfying both conditions:
- For any two distinct students, the number of questions on which they give the same answer is either 0 or 8.
- For each fixed question, each of the two options is chosen by exactly the same number of students.
Among all such groups, determine the maximum possible number of students.",32
80_prompt01_s01,"In a math contest, 270 real numbers x_1, x_2, ..., x_270 are partitioned into three blocks of sizes 79, 74, and 117. For every i in block 1 we have -1/sqrt(8) ≤ x_i ≤ sqrt(8); in block 2, -1/sqrt(6) ≤ x_i ≤ sqrt(6); and in block 3, -1/sqrt(3) ≤ x_i ≤ sqrt(3). The numbers satisfy x_1 + x_2 + ... + x_270 = -53.66715549017769. Let M be the maximal possible value of x_1^{ 16 } + x_2^{ 16 } + ... + x_270^{ 16 }, where 16 is an even integer. Determine the greatest integer less than or equal to M.",369102301
81_prompt01_s01,"In a number theory contest, you are given m distinct positive integers a_1,a_2,\dots,a_m whose full product a_1a_2\cdots a_m has exactly 399 distinct prime divisors. Fix the prime power 389017=73^3. Under the condition that the product of any nonempty subset of \{a_1,a_2,\dots,a_m\} is not a 389017-th power of an integer, determine the maximal possible value of m.",155217384
82_prompt01_s01,"On a circular track of circumference 11832, there are 1479 equally spaced marked points. They are labeled A_1, A_2, ..., A_1479 in some order, each label used exactly once. Bunbun starts at A_1, hops to A_2, then A_3, ..., then A_1479, and finally back to A_1. Every hop is along the shorter arc between the two points (if the chord is a diameter, any semicircle may be used). Over all possible labelings, determine the maximal possible value of the sum of the 5-th powers of the lengths of the 1479 arcs that Bunbun traverses.",10681698142251477270528
83_prompt01_s01,"Consider pairs (f, g) of functions from the nonnegative integers to the nonnegative integers. Assume f is globally nonincreasing on all n >= 0 and its forward differences d_n = f(n) - f(n+1) form a nonincreasing sequence with each d_n in {0, 1} (so f decreases by exactly 1 at each step for a while, and then becomes constant; under the budget below, that constant must be 0). In addition, the budget constraint holds: f(0) + f(1) + ... + f(211) <= 190. For any choice of 13 nonnegative integers n_1, ..., n_13, we have g(n_1 + ... + n_13) <= f(n_1) + ... + f(n_13). Determine the maximum possible value of g(0) + g(1) + ... + g(211).",29998
84_prompt03_s01,"In a math contest, 2412 students are arranging chairs into an 321-by-179 rectangular grid. A block of chairs is an axis-aligned rectangular sub-grid. Call a block buffered of radius 8 if its entire Chebyshev-distance 8 neighborhood (i.e., all cells within max-distance r in both row and column) still lies within the overall 321 by 179 grid. Among all possible arrangements of the numbers on the grid (one number per cell), what is the maximum possible number of buffered blocks? Give your answer as a function of 321, 179, and 8.",623724390
85_prompt02_s04,"In a math contest, 3604 students are analyzing a weighted divisibility network. For each integer k with 1721 ≤ k ≤ 3604, choose real numbers x_1, x_2, ..., x_k ∈ [0,1] to maximize

F_k = x_1 + x_2 + ⋯ + x_k − ∑_{1 ≤ i < j ≤ k, i | j, j/i ≤ 3604} x_i x_j.

Let d(k) denote the maximum value of F_k. Compute the sum ∑_{k=1721}^{3604} d(k).",2508546
86_prompt03_s02,"Consider a regular 30-prism. On each lateral rectangular face, draw both face diagonals and let their intersection be a point. Remove all lateral edges of the prism, but keep the base polygon edges. Additionally, connect each such intersection point to the intersection points of the two adjacent lateral faces, forming a cycle of intersection points around the prism. On the resulting graph whose vertices are the 230 base vertices and the 30 intersection points, perform a proper 4-coloring (adjacent vertices cannot share a color). Two colorings are considered the same if one is obtained from the other by a rotation about the prism’s axis. Determine the number of such inequivalent colorings.",214748844
87_prompt01_s01,Fix an odd integer 3 ≥ 3. A positive integer k is called 3-good if there exist positive integers a and b with a < b such that a^3 = (k a + 1) b + k. Determine the sum of all 3-good integers k that do not exceed 791.,313235
88_prompt01_s01,"On a regular 150-gon, each vertex starts with exactly 1 coins. In one operation, you select a vertex, take 1 coins from each of its two adjacent vertices, add 1 coins to the selected vertex, and keep the remaining coins you took, which equals 2·1−1. You may perform an operation only if both adjacent vertices have at least 1 coins. You stop when no operation is possible. Let N_max be the maximum total number of coins you can collect, and N_min be the minimum total number of coins you can collect over all valid sequences of operations. Compute 842·N_max + N_min.",124666
89_prompt03_s01,"On a rectangular 1924×3261 grid, a white piece and a black piece are placed uniformly at random in distinct cells. The white moves first, then the black; both pieces move one cell per turn horizontally or vertically, and for each piece, horizontal and vertical moves must alternate forever. Additionally, white is constrained to begin with a horizontal move, while black is constrained to begin with a vertical move. The players cooperate, choosing directions on each move to try to meet as soon as possible while obeying the alternation rule. Let p = m/n in lowest terms be the probability that there exists a round t such that immediately after the black’s move in round t, the two pieces occupy the same cell. Find m.",3137081
9_prompt01_s01,"On a 3×15 rectangular grid of unit squares, you may place any number of axis-aligned 1×2 dominos. A domino is said to be jammed if, with all other dominos fixed, it cannot slide one unit horizontally or vertically while remaining fully on the board. Determine the minimal possible number of dominos needed to achieve a placement in which every domino is jammed.",0
90_prompt01_s01,"Consider a convex 24-gon with positive integer side lengths x_1, x_2, ..., x_24, all congruent to 7 modulo 10. For each integer perimeter m in the interval [208, 668] satisfying m ≡ 24·7 (mod 10) (equivalently, m ≡ 8 (mod 10)), let f(m) be the minimum possible value of the product x_1 x_2 ··· x_24, subject to the strict polygon inequality that the largest side is strictly less than the sum of the other 23 sides. Compute the sum S = ∑ f(m) over all such perimeters m.",3712113127619292092326217
91_prompt01_s01,"In a math contest, 622080000 identical cookies are to be shared among n guests under these rules: (i) each cookie is either left whole or cut into exactly two equal halves; (ii) every guest must receive exactly the same total amount of cookie; (iii) every guest must receive exactly 304633 pieces in total (counting a whole cookie as one piece and each half as one piece). Determine the sum of all positive integers n for which such a distribution is possible.",69295
92_prompt05_s01,"Consider a cyclic necklace with 240 through 375 beads: for each integer n in this range, take an n-gon whose vertices (""beads"") are initially labeled 0. A move consists of choosing two adjacent beads and increasing both their labels by 1. If it is possible, after more than 0 moves, to make all n bead labels equal, define g(n) to be the minimal number of moves needed; otherwise set g(n) = 0. Compute the sum S = sum_{n=240}^{n=375} g(n).",31382
93_prompt01_s01,"In a math contest, 335 rounds are held. For each positive integer n and real numbers a_1, a_2, ..., a_n chosen from the interval [-2, 4], let S = a_1 + a_2 + ... + a_n. Define F(n) to be the maximum possible value of sum_{i=1}^n | (S - 7·a_i)/n - a_i | over all such choices of a_1, ..., a_n. Compute the value of sum_{k=1}^335 k·F(k).",38946766
94_prompt02_s01,"Nonnegative real numbers x_1, x_2, ..., x_46 sum to 1 and satisfy the additional moment constraint sum_{i=1}^46 (2 i - 1)^1 x_i = 72169/1727. For these fixed data, determine the maximal value of S = sum_{i=1}^46 sum_{j=1}^46 ((2 i - 1)^1 / (2 j - 1)^3) x_i x_j. Write the maximum as a reduced fraction m/n and report m+n.",53603458889478
95_prompt01_s01,"There are 17 distinct cards carrying the consecutive integers from 2 to 18, inclusive, arranged uniformly at random from left to right. Let a_i denote the integer on the i-th card. Consider the event E that for every i = 1, 2, ..., 17, the displacement a_i - i lies between 0 and 3, inclusive. If the probability of E equals a/x in lowest terms, determine a + x.",27360571393501
96_prompt01_s01,"On the set 18 labeled elements, consider bijections f with f_1(x)=f(x) and f_{k+1}(x)=f(f_k(x)). Suppose f satisfies all of the following: (i) f has no fixed points; (ii) f^36 is the identity mapping; (iii) f^630 fixes exactly 6 elements; and (iv) f is an even permutation. How many such bijections f exist?",103163248188000
97_prompt01_s01,"There are 459 piles of coins S_1, S_2, ..., S_459. For each prime p listed in the mapping {101: 3, 151: 2, 167: 1, 3: 1, 53: 1, 73: 3, 137: 2, 7: 2, 127: 1, 83: 3, 103: 2, 191: 1, 47: 2, 79: 4, 163: 1, 227: 1, 197: 1, 139: 2, 43: 7, 157: 1, 181: 1, 23: 4, 29: 1, 61: 3}, pile S_k initially contains exactly r_p coins labeled p if and only if p divides k, and contains none of that label otherwise (here r_p is the value associated to p in {101: 3, 151: 2, 167: 1, 3: 1, 53: 1, 73: 3, 137: 2, 7: 2, 127: 1, 83: 3, 103: 2, 191: 1, 47: 2, 79: 4, 163: 1, 227: 1, 197: 1, 139: 2, 43: 7, 157: 1, 181: 1, 23: 4, 29: 1, 61: 3}). An operation selects an ordered triple (i, j, p) satisfying: 1 <= i < j <= 459, p is a prime key of {101: 3, 151: 2, 167: 1, 3: 1, 53: 1, 73: 3, 137: 2, 7: 2, 127: 1, 83: 3, 103: 2, 191: 1, 47: 2, 79: 4, 163: 1, 227: 1, 197: 1, 139: 2, 43: 7, 157: 1, 181: 1, 23: 4, 29: 1, 61: 3}, p divides both i and j, each of S_i and S_j currently has at least one coin labeled p, and the triple (i, j, p) has not been selected before. The operation removes one coin labeled p from each of S_i and S_j. What is the maximum number of operations that can be performed?",297
98_prompt01_s01,"You have 21 balls arranged in a row, colored using 5 distinct colors labeled 1 through 5. For each color i (1 ≤ i ≤ 5), you must use exactly the number of balls specified by the vector [1, 6, 3, 1, 10], listed in order of color labels i = 1, 2, ..., 5. Adjacency is restricted by the unordered forbidden-pair set [(4, 5)]: if (u, v) appears in this set, then colors u and v may not be adjacent in either order; in particular, (i, i) forbids two i-colored balls from being consecutive. How many valid arrangements satisfy all the exact-count and adjacency constraints?",853572720
99_prompt01_s01,"In a directed network of 15 labeled nodes 1,2,...,15, for every pair i<j the edge is oriented i→j unless that pair is among a specified set of two-way edges. The two-way edges induce exactly one complete clique on 11 nodes. In addition, there are 3 nodes outside this clique; each of these 3 nodes shares two-way edges with the same fixed set of 3 clique nodes, and there are no two-way edges among the outside nodes. A subset of 4 distinct nodes is called mutually-connected if, using only the edges among those 4 nodes, every node can reach every other node (i.e., the induced subgraph on those nodes is strongly connected). Determine the exact number of mutually-connected 4-subsets.",741
