variant_id,question,answer
29_prompt01_s05,"Let a1(n) = n^2 - 10 n + 197, a2(n) = n^2 - (10 - 1) n + (197 + 52), and a3(n) = n^2 - (10 + 2) n + (197 + 782). Consider all integers n with |n| ≤ 26 for which a1(n), a2(n), and a3(n) are all prime numbers (primes are taken to be positive integers greater than 1). Among those n, further require that S(n) = a1(n) + a2(n) + a3(n) is a perfect square. Compute the sum of all distinct values of S(n) over all such n.",1369
3_prompt01_s02,"In a math contest, a frog starts at 0 and must visit each integer in the set {1, 2, ..., {up_to}} exactly once, in any order. Every jump has length 2^k for some k in {0, 1, ..., 11}, and the direction may be left or right. A cost profile assigns a weight c_k to each allowed jump length 2^k. The total penalty of a route is the sum, over all jumps, of c_k / 2^k for each jump of length 2^k. Given n = 12 and the cost profile (c_0, c_1, ..., c_11) = (6,3,6,5,2,7,2,7,7,9,8,3), determine the minimum possible total penalty over all valid routes.",65
3_prompt01_s03,"In a math contest, a frog starts at 0 and must visit each integer in the set {1, 2, ..., {up_to}} exactly once, in any order. Every jump has length 2^k for some k in {0, 1, ..., 10}, and the direction may be left or right. A cost profile assigns a weight c_k to each allowed jump length 2^k. The total penalty of a route is the sum, over all jumps, of c_k / 2^k for each jump of length 2^k. Given n = 11 and the cost profile (c_0, c_1, ..., c_10) = (6,3,7,6,6,4,6,2,1,1,8), determine the minimum possible total penalty over all valid routes.",50
3_prompt01_s04,"In a math contest, a frog starts at 0 and must visit each integer in the set {1,2,...,2^n-1} exactly once, in any order; equivalently, its route is a permutation of {0,1,...,2^n-1} beginning at 0. Every jump has length 2^k for some k in {0,1,...,n-1}, and the direction may be left or right. A cost profile assigns a weight c_k to each allowed jump length 2^k, and a jump of length 2^k incurs penalty c_k/2^k. Given n = 10 and (c_0,c_1,...,c_9) = (8,9,3,2,7,5,9,1,7,5), determine the minimum possible total penalty over all valid routes.",47
3_prompt01_s05,"In a math contest, a frog starts at 0 and must visit each integer in the set {1,2,\ldots,1023} exactly once, in any order. Every jump has length 2^k for some k in {0,1,\ldots,9}, and the direction may be left or right. A cost profile assigns a weight c_k to each allowed jump length 2^k. The total penalty of a route is the sum, over all jumps, of c_k/2^k for each jump of length 2^k. Given n=10 and the cost profile (c_0,c_1,\ldots,c_9)=(2,3,3,2,5,1,6,2,3,9), determine the minimum possible total penalty over all valid routes.",28
3_prompt03_s01,"A frog starts at 0 and makes 511 jumps so that it visits each point in the set {1, 2, ..., {N}} exactly once (no repetition or omission). Each jump length must be a power of 2, and the direction may be either left or right. Additionally, the frog must end at position 511. Let T be the sum of the reciprocals of the lengths of the frog's jumps. What is the minimum possible value of T?",9
30_prompt01_s01,"Consider a convex polygon with 55 labeled vertices, triangulated by drawing all diagonals from vertex 1 to the other nonadjacent vertices. This produces 53 triangular faces and 107 edges. Each edge is painted in one of 22 colors, of which exactly 12 are designated heavy. For every triangular face, the three edge colors must use exactly two distinct colors, and moreover the color that appears twice on that face must be one of the heavy colors. How many edge-colorings satisfy these conditions? Give your answer modulo 1000000009.",736838599
30_prompt01_s02,"Consider a convex polygon with 122 labeled vertices, triangulated by drawing all diagonals from vertex 1 to the other nonadjacent vertices. This produces 120 triangular faces and 241 edges. Each edge is painted in one of 19 colors, of which exactly 15 are designated heavy. For every triangular face, the three edge colors must use exactly two distinct colors, and moreover the color that appears twice on that face must be one of the heavy colors. How many edge-colorings satisfy these conditions? Give your answer modulo 1000000009.",641146393
30_prompt01_s03,"Consider a convex polygon with 112 labeled vertices, triangulated by drawing all diagonals from vertex 1 to the other nonadjacent vertices. This produces 110 triangular faces and 221 edges. Each edge is painted in one of 23 colors, of which exactly 14 are designated heavy. For every triangular face, the three edge colors must use exactly two distinct colors, and moreover the color that appears twice on that face must be one of the heavy colors. How many edge-colorings satisfy these conditions? Give your answer modulo 998244353.",490952476
30_prompt01_s05,"Consider a convex polygon with 111 labeled vertices, triangulated by drawing all diagonals from vertex 1 to the other nonadjacent vertices. This produces 109 triangular faces and 219 edges. Each edge is painted in one of 15 colors, of which exactly 12 are designated heavy. For every triangular face, the three edge colors must use exactly two distinct colors, and moreover the color that appears twice on that face must be one of the heavy colors. How many edge-colorings satisfy these conditions? Give your answer modulo 1000.",16
30_prompt03_s01,"Consider the regular icosahedron with 30 edges and 20 triangular faces. Assign to each edge a value from {0,1,2}, with arithmetic taken modulo 3. Determine how many edge-labelings satisfy the condition that, for every triangular face, the sum (mod 3) of the three edge values on that face is congruent to 1. Give your answer modulo 825922.",59049
31_prompt01_s01,"Fix the odd prime p=1087. The only admissible common differences are d\in\{1,3\}. For such a d, call (k,d) a representation of a positive integer N if there exists a positive integer a such that
\[
N=\sum_{i=0}^{k-1}(a+id),\qquad k>1.
\]
In other words, N is the sum of k positive consecutive terms of an arithmetic progression with first term a and common difference d. Suppose N has exactly one such ordered pair (k,d), and that unique representation has k=1087. Among all such N, determine the minimum possible value of the starting term a.",481
31_prompt01_s02,"Fix an odd prime 691. Only odd common differences up to 7 are admissible. Consider all positive integers N that can be written as a sum of k consecutive terms of an arithmetic progression with common difference d from the admissible set, for exactly one ordered pair (k, d) with k > 1; furthermore, that unique representation must have length k = 691. Among all such N, determine the minimal possible starting term a of that unique representation.",167
31_prompt01_s03,"Fix an odd prime 487. Only odd common differences up to 3 are admissible. Consider all positive integers N that can be written as a sum of k consecutive terms of an arithmetic progression with common difference d from the admissible set, for exactly one ordered pair (k, d) with k > 1; furthermore, that unique representation must have length k = 487. Among all such N, determine the minimal possible starting term a of that unique representation.",13
31_prompt01_s04,"Fix an odd prime 977. Only odd common differences up to 7 are admissible. Consider all positive integers N that can be written as a sum of k consecutive terms of an arithmetic progression with common difference d from the admissible set, for exactly one ordered pair (k, d) with k > 1; furthermore, that unique representation must have length k = 977. Among all such N, determine the minimal possible starting term a of that unique representation.",24
31_prompt01_s05,"Fix an odd prime 521. Only odd common differences up to 5 are admissible. Consider all positive integers N that can be written as a sum of k consecutive terms of an arithmetic progression with common difference d from the admissible set, for exactly one ordered pair (k, d) with k > 1; furthermore, that unique representation must have length k = 521. Among all such N, determine the minimal possible starting term a of that unique representation.",252
32_prompt02_s01,"Let a, b, c be nonnegative real numbers with a + b + c = 9. For the fixed integers p = 6 (with p >= 2), q = 1 (with q >= 1), and r = 1 (with r >= 1), consider the expression F(a, b, c) = (a^p + b^p + c^p) / ((ab + bc + ca)^q * ((a + b)(b + c)(c + a))^r). Determine the minimum value of F(a, b, c). Express your answer as a reduced fraction m/n, and then compute m + n.",11
32_prompt02_s02,"Let a, b, c be nonnegative real numbers with a + b + c = 15. For the fixed integers p = 6 (with p >= 2), q = 1 (with q >= 1), and r = 1 (with r >= 1), consider the expression F(a, b, c) = (a^p + b^p + c^p) / ((ab + bc + ca)^q * ((a + b)(b + c)(c + a))^r). Determine the minimum value of F(a, b, c). Express your answer as a reduced fraction m/n, and then compute m + n.",13
32_prompt02_s03,"Let a, b, c be nonnegative real numbers with a + b + c = 9. For the fixed integers p = 6 (with p >= 2), q = 1 (with q >= 1), and r = 1 (with r >= 1), consider the expression F(a, b, c) = (a^p + b^p + c^p) / ((ab + bc + ca)^q * ((a + b)(b + c)(c + a))^r). Determine the minimum value of F(a, b, c). Express your answer as a reduced fraction m/n, and then compute m + n.",11
32_prompt02_s04,"Let a, b, c be nonnegative real numbers with a + b + c = 18. For the fixed integers p = 6 (with p >= 2), q = 1 (with q >= 1), and r = 1 (with r >= 1), consider the expression F(a, b, c) = (a^p + b^p + c^p) / ((ab + bc + ca)^q * ((a + b)(b + c)(c + a))^r). Determine the minimum value of F(a, b, c). Express your answer as a reduced fraction m/n, and then compute m + n.",7
32_prompt02_s05,"Let a, b, c be nonnegative real numbers with a + b + c = 9. For the fixed integers p = 6 (with p >= 2), q = 1 (with q >= 1), and r = 1 (with r >= 1), consider the expression F(a, b, c) = (a^p + b^p + c^p) / ((ab + bc + ca)^q * ((a + b)(b + c)(c + a))^r). Determine the minimum value of F(a, b, c). Express your answer as a reduced fraction m/n, and then compute m + n.",11
33_prompt01_s01,"In Euclidean 8-space, 13 points are chosen independently and uniformly at random inside the unit ball centered at the origin. Let p be the probability that the origin lies outside the convex hull of these points. Writing p in lowest terms as m/n, determine the value of n - m.",397
33_prompt01_s02,"In Euclidean 6-space, 10 points are chosen independently and uniformly at random inside the unit ball centered at the origin. Let p be the probability that the origin lies outside the convex hull of these points. Writing p in lowest terms as m/n, determine the value of n - m.",65
33_prompt01_s03,"In Euclidean 5-space, 16 points are chosen independently and uniformly at random inside the unit ball centered at the origin. Let p be the probability that the origin lies outside the convex hull of these points. Writing p in lowest terms as m/n, determine the value of n - m.",30827
33_prompt01_s04,"In Euclidean 3-space, 7 points are chosen independently and uniformly at random inside the unit ball centered at the origin. Let p be the probability that the origin lies outside the convex hull of these points. Writing p in lowest terms as m/n, determine the value of n - m.",21
33_prompt01_s05,"In Euclidean 3-space, 16 points are chosen independently and uniformly at random inside the unit ball centered at the origin. Let p be the probability that the origin lies outside the convex hull of these points. Writing p in lowest terms as m/n, determine the value of n - m.",32647
34_prompt02_s01,"A coin has an unknown heads probability p with prior Beta(3, 1), i.e., a density proportional to p^{alpha-1}(1-p)^{beta-1} on [0,1]. Conditional on p, the coin is tossed in 5 independent blocks, each block consisting of 6 tosses. Let X be the number of blocks that produce exactly 2 heads. Compute the unconditional probability P(X = 2). Express your answer as a reduced fraction m/n and report m+n.",28445862409
34_prompt02_s04,"A coin has an unknown heads probability p with prior Beta(3, 5), i.e., a density proportional to p^{alpha-1}(1-p)^{beta-1} on [0,1]. Conditional on p, the coin is tossed in 4 independent blocks, each block consisting of 6 tosses. Let X be the number of blocks that produce exactly 4 heads. Compute the unconditional probability P(X = 2). Express your answer as a reduced fraction m/n and report m+n.",2092819931
34_prompt03_s01,"A three-outcome device produces A, B, or C with probabilities (p_A, p_B, p_C) drawn at random from a Dirichlet distribution with integer shape parameters 2, 2, and 4. The device is run for 67 independent emissions. Let E be the event that exactly 55 emissions are C and the numbers of A and B emissions are equal. If the probability of E equals m/n in lowest terms, find m+n.",225136376
34_prompt03_s02,"A three-outcome device produces A, B, or C with probabilities (p_A, p_B, p_C) drawn at random from a Dirichlet distribution with integer shape parameters 2, 3, and 5. The device is run for 72 independent emissions. Let E be the event that exactly 44 emissions are C and the numbers of A and B emissions are equal. If the probability of E equals m/n in lowest terms, find m+n.",580529063
34_prompt03_s03,"A three-outcome device produces A, B, or C with probabilities (p_A, p_B, p_C) drawn at random from a Dirichlet distribution with integer shape parameters 3, 2, and 2. The device is run for 78 independent emissions. Let E be the event that exactly 72 emissions are C and the numbers of A and B emissions are equal. If the probability of E equals m/n in lowest terms, find m+n.",50810558
35_prompt01_s01,"Consider a function g: \mathbb{Z}_{\ge 0}\times \mathbb{Z}_{\ge 0} \to \mathbb{Z}_{\ge 0} with g(0,0)=0. Fix p=8 and q=10. For every x,y\ge 0, both conditions hold:
- The four corner values of the unit square satisfy \{g(x,y), g(x+1,y), g(x,y+1), g(x+1,y+1)\} = \{n, n+p, n+q, n+p+q\} for some integer n depending on (x,y).
- The edge increments satisfy g(x+1,y)-g(x,y) \in \{p,q\} and g(x,y+1)-g(x,y) \in \{p,q\}.
Let S be the set of all possible values of g(94,70) over all functions g satisfying the above. Determine the smallest value of S.",1452
35_prompt01_s02,"Consider a function \(g:\mathbb N\times\mathbb N\to\mathbb N\), where \(\mathbb N=\{0,1,2,\dots\}\), with \(g(0,0)=0\). Fix \(p=1\) and \(q=4\). For every \(x,y\ge 0\), both conditions hold:
- The four corner values of the unit square satisfy \(\{g(x,y), g(x+1,y), g(x,y+1), g(x+1,y+1)\} = \{n, n+p, n+q, n+p+q\}\) for some integer \(n\) depending on \((x,y)\).
- The edge increments satisfy \(g(x+1,y)-g(x,y)\in\{p,q\}\) and \(g(x,y+1)-g(x,y)\in\{p,q\}\).
Let \(S\) be the set of all possible values of \(g(16,13)\) over all functions \(g\) satisfying the above. Determine the smallest value in \(S\).",68
35_prompt01_s03,"Consider a function g: N×N → N with g(0,0)=0. Fix integers 2 and 5 with 1 ≤ p < q. For every x,y ≥ 0, both conditions hold:
- The four corner values of the unit square satisfy {g(x,y), g(x+1,y), g(x,y+1), g(x+1,y+1)} = {n, n+2, n+5, n+2+5} for some integer n depending on (x,y).
- The edge increments are monotone and constrained by g(x+1,y) − g(x,y) ∈ { 2, 5 } and g(x,y+1) − g(x,y) ∈ { 2, 5 }.
Let S be the set of all possible values of g(19,83) over all functions g satisfying the above. Determine the 1-th smallest value of S.",261
35_prompt01_s04,"Consider a function g: N×N → N with g(0,0)=0. Fix integers 4 and 15 with 1 ≤ p < q. For every x,y ≥ 0, both conditions hold:
- The four corner values of the unit square satisfy {g(x,y), g(x+1,y), g(x,y+1), g(x+1,y+1)} = {n, n+4, n+15, n+4+15} for some integer n depending on (x,y).
- The edge increments are monotone and constrained by g(x+1,y) − g(x,y) ∈ { 4, 15 } and g(x,y+1) − g(x,y) ∈ { 4, 15 }.
Let S be the set of all possible values of g(53,95) over all functions g satisfying the above. Determine the 2-th smallest value of S.",1637
35_prompt01_s05,"Consider a function g: N×N → N with g(0,0)=0. Fix integers 7 and 11 with 1 ≤ p < q. For every x,y ≥ 0, both conditions hold:
- The four corner values of the unit square satisfy {g(x,y), g(x+1,y), g(x,y+1), g(x+1,y+1)} = {n, n+7, n+11, n+7+11} for some integer n depending on (x,y).
- The edge increments are monotone and constrained by g(x+1,y) − g(x,y) ∈ { 7, 11 } and g(x,y+1) − g(x,y) ∈ { 7, 11 }.
Let S be the set of all possible values of g(67,61) over all functions g satisfying the above. Determine the 1-th smallest value of S.",1140
36_prompt02_s01,"On a circle with 14 equally spaced points, the balls labeled 1, 2, ..., 14 are randomly placed with one ball per point. Two placements that can be matched by a rotation or a reflection are considered the same. Let S be the sum of the absolute differences of the labels on all adjacent pairs around the circle. Let the shorter cyclic distance between labels 1 and 14 be the number of edges along the shorter arc connecting them; call this distance exactly 2. What is the reciprocal of the probability that, for a uniformly random placement (modulo rotation and reflection), S attains its minimum possible value and, simultaneously, the shorter cyclic distance between 1 and 14 equals 2?",259459200
36_prompt02_s02,"On a circle with 11 equally spaced points, the balls labeled 1, 2, ..., 11 are randomly placed with one ball per point. Two placements that can be matched by a rotation or a reflection are considered the same. Let S be the sum of the absolute differences of the labels on all adjacent pairs around the circle. Let the shorter cyclic distance between labels 1 and 11 be the number of edges along the shorter arc connecting them; call this distance exactly 5. What is the reciprocal of the probability that, for a uniformly random placement (modulo rotation and reflection), S attains its minimum possible value and, simultaneously, the shorter cyclic distance between 1 and 11 equals 5?",14400
36_prompt02_s03,"On a circle with 10 equally spaced points, the balls labeled 1, 2, ..., 10 are randomly placed with one ball per point. Two placements that can be matched by a rotation or a reflection are considered the same. Let S be the sum of the absolute differences of the labels on all adjacent pairs around the circle. Let the shorter cyclic distance between labels 1 and 10 be the number of edges along the shorter arc connecting them; call this distance exactly 2. What is the reciprocal of the probability that, for a uniformly random placement (modulo rotation and reflection), S attains its minimum possible value and, simultaneously, the shorter cyclic distance between 1 and 10 equals 2?",22680
36_prompt02_s04,"On a circle with 8 equally spaced points, the balls labeled 1, 2, ..., 8 are randomly placed with one ball per point. Two placements that can be matched by a rotation or a reflection are considered the same. Let S be the sum of the absolute differences of the labels on all adjacent pairs around the circle. Let the shorter cyclic distance between labels 1 and 8 be the number of edges along the shorter arc connecting them; call this distance exactly 2. What is the reciprocal of the probability that, for a uniformly random placement (modulo rotation and reflection), S attains its minimum possible value and, simultaneously, the shorter cyclic distance between 1 and 8 equals 2?",420
36_prompt02_s05,"On a circle with 11 equally spaced points, the balls labeled 1, 2, ..., 11 are randomly placed with one ball per point. Two placements that can be matched by a rotation or a reflection are considered the same. Let S be the sum of the absolute differences of the labels on all adjacent pairs around the circle. Let the shorter cyclic distance between labels 1 and 11 be the number of edges along the shorter arc connecting them; call this distance exactly 2. What is the reciprocal of the probability that, for a uniformly random placement (modulo rotation and reflection), S attains its minimum possible value and, simultaneously, the shorter cyclic distance between 1 and 11 equals 2?",201600
37_prompt01_s01,"Let n be a positive integer and let its positive divisors be ordered as d1 < d2 < ... < dl. Fix an odd integer 17 that is both a sum of two squares and a nontrivial difference of two squares. Find the minimal value of n such that all of the following hold simultaneously: (1) d_13 = 17; (2) there exist indices i < j with d_i^2 + d_j^2 = d_13^2 and gcd(d_i, d_j) = 1 (so d_13 is the hypotenuse of a primitive Pythagorean triple among the divisors of n); (3) there exist indices p, q with d_13^2 + d_p^2 = d_q^2 and gcd(d_13, d_p) = 1 (so d_13 is the odd leg of a primitive Pythagorean triple among the divisors of n).",354960
37_prompt01_s02,"Let n be a positive integer and let its positive divisors be ordered as d1 < d2 < ... < dl. Fix an odd integer 29 that is both a sum of two squares and a nontrivial difference of two squares. Find the minimal value of n such that all of the following hold simultaneously: (1) d_15 = 29; (2) there exist indices i < j with d_i^2 + d_j^2 = d_15^2 and gcd(d_i, d_j) = 1 (so d_15 is the hypotenuse of a primitive Pythagorean triple among the divisors of n); (3) there exist indices p, q with d_15^2 + d_p^2 = d_q^2 and gcd(d_15, d_p) = 1 (so d_15 is the odd leg of a primitive Pythagorean triple among the divisors of n).",5127780
37_prompt01_s03,"Let n be a positive integer and let its positive divisors be ordered as d1 < d2 < ... < dl. Fix an odd integer 29 that is both a sum of two squares and a nontrivial difference of two squares. Find the minimal value of n such that all of the following hold simultaneously: (1) d_15 = 29; (2) there exist indices i < j with d_i^2 + d_j^2 = d_15^2 and gcd(d_i, d_j) = 1 (so d_15 is the hypotenuse of a primitive Pythagorean triple among the divisors of n); (3) there exist indices p, q with d_15^2 + d_p^2 = d_q^2 and gcd(d_15, d_p) = 1 (so d_15 is the odd leg of a primitive Pythagorean triple among the divisors of n).",5127780
37_prompt01_s04,"Let n be a positive integer and let its positive divisors be ordered as d1 < d2 < ... < dl. Fix an odd integer 17 that is both a sum of two squares and a nontrivial difference of two squares. Find the minimal value of n such that all of the following hold simultaneously: (1) d_13 = 17; (2) there exist indices i < j with d_i^2 + d_j^2 = d_13^2 and gcd(d_i, d_j) = 1 (so d_13 is the hypotenuse of a primitive Pythagorean triple among the divisors of n); (3) there exist indices p, q with d_13^2 + d_p^2 = d_q^2 and gcd(d_13, d_p) = 1 (so d_13 is the odd leg of a primitive Pythagorean triple among the divisors of n).",354960
37_prompt01_s05,"Let n be a positive integer and let its positive divisors be ordered as d1 < d2 < ... < dl. Fix an odd integer 5 that is both a sum of two squares and a nontrivial difference of two squares. Find the minimal value of n such that all of the following hold simultaneously: (1) d_5 = 5; (2) there exist indices i < j with d_i^2 + d_j^2 = d_5^2 and gcd(d_i, d_j) = 1 (so d_5 is the hypotenuse of a primitive Pythagorean triple among the divisors of n); (3) there exist indices p, q with d_5^2 + d_p^2 = d_q^2 and gcd(d_5, d_p) = 1 (so d_5 is the odd leg of a primitive Pythagorean triple among the divisors of n).",780
38_prompt01_s01,"You are allowed to pick three disjoint sets of distinct positive integers. For the first set, pick exactly a integers that are each congruent to 1 modulo 5 and all at least 16. For the second, pick exactly b integers that are each congruent to 2 modulo 5 and all at least 27. For the third, pick exactly c integers that are each congruent to 4 modulo 5 and all at least 14. All picked integers across the three sets must be pairwise distinct, and their total sum must be exactly 4231. Among all triples (a, b, c) for which such selections are possible, determine the maximum value of 17a + 15b + 4c.",828
38_prompt01_s03,"You are allowed to pick three disjoint sets of distinct positive integers. For the first set, pick exactly a integers that are each congruent to 4 modulo 17 and all at least 55. For the second, pick exactly b integers that are each congruent to 15 modulo 17 and all at least 15. For the third, pick exactly c integers that are each congruent to 10 modulo 17 and all at least 27. All picked integers across the three sets must be pairwise distinct, and their total sum must be exactly 22673. Among all triples (a, b, c) for which such selections are possible, determine the maximum value of 7a + 4b + 16c.",884
38_prompt01_s04,"You are allowed to pick three disjoint sets of distinct positive integers. For the first set, pick exactly a integers that are each congruent to 9 modulo 19 and all at least 28. For the second, pick exactly b integers that are each congruent to 4 modulo 19 and all at least 23. For the third, pick exactly c integers that are each congruent to 15 modulo 19 and all at least 34. All picked integers across the three sets must be pairwise distinct, and their total sum must be exactly 27094. Among all triples (a, b, c) for which such selections are possible, determine the maximum value of 11a + 10b + 7c.",846
38_prompt01_s05,"You are allowed to pick three disjoint sets of distinct positive integers. For the first set, pick exactly a integers that are each congruent to 2 modulo 5 and all at least 7. For the second, pick exactly b integers that are each congruent to 3 modulo 5 and all at least 18. For the third, pick exactly c integers that are each congruent to 1 modulo 5 and all at least 1. All picked integers across the three sets must be pairwise distinct, and their total sum must be exactly 6192. Among all triples (a, b, c) for which such selections are possible, determine the maximum value of 5a + 10b + 4c.",556
38_prompt02_s01,"You must select two disjoint collections of distinct positive integers from 1 to 119, inclusive: m numbers that are each congruent to 1 modulo 4, and n numbers that are each congruent to 3 modulo 4. The total sum of all m+n selected numbers is exactly 2290. Among all feasible pairs (m, n), determine the maximum value of 9 m + 6 n.",360
39_prompt02_s01,"You are given the vertices of a convex 131769-gon in the plane. The only tool available is a device that, for any two constructed points P and Q, places all m−1 interior points that divide the segment PQ into m equal parts. You may apply this operation repeatedly, but you restrict yourself to constructions in which every constructed point is an affine combination of the original vertices whose coefficients have denominator at most m to the power 2. For how many integers m in the interval [613, 147456] can you necessarily construct the centroid of the 131769 vertices under this restriction?",405
39_prompt02_s02,"You are given the vertices of a convex 1399489-gon in the plane. The only tool available is a device that, for any two constructed points P and Q, places all m−1 interior points that divide the segment PQ into m equal parts. You may apply this operation repeatedly, but you restrict yourself to constructions in which every constructed point is an affine combination of the original vertices whose coefficients have denominator at most m to the power 2. For how many integers m in the interval [1129, 58474] can you necessarily construct the centroid of the 1399489 vertices under this restriction?",49
39_prompt02_s03,"You are given the vertices of a convex 6048-gon in the plane. The only tool available is a device that, for any two constructed points P and Q, places all m−1 interior points that divide the segment PQ into m equal parts. You may apply this operation repeatedly, but you restrict yourself to constructions in which every constructed point is an affine combination of the original vertices whose coefficients have denominator at most m to the power 3. For how many integers m in the interval [1887, 146919] can you necessarily construct the centroid of the 6048 vertices under this restriction?",1727
39_prompt02_s04,"You are given the vertices of a convex 12400927-gon in the plane. The only tool available is a device that, for any two constructed points P and Q, places all m−1 interior points that divide the segment PQ into m equal parts. You may apply this operation repeatedly, but you restrict yourself to constructions in which every constructed point is an affine combination of the original vertices whose coefficients have denominator at most m to the power 3. For how many integers m in the interval [365, 64504] can you necessarily construct the centroid of the 12400927 vertices under this restriction?",76
39_prompt02_s05,"You are given the vertices of a convex 2672672-gon in the plane. The only tool available is a device that, for any two constructed points P and Q, places all m−1 interior points that divide the segment PQ into m equal parts. You may apply this operation repeatedly, but you restrict yourself to constructions in which every constructed point is an affine combination of the original vertices whose coefficients have denominator at most m to the power 4. For how many integers m in the interval [1565, 147578] can you necessarily construct the centroid of the 2672672 vertices under this restriction?",2147
4_prompt03_s01,"Fix an odd prime 11. For each positive integer n, let L_p(n) be the last non-zero digit of n! when written in base 11. Let k_p(t) be the 10-th smallest positive integer k such that L_p(k n) = L_p(n) for all integers n ≥ 1. For the given 11 and 10, how many base-10 digits does k_p(t) have?",19
4_prompt03_s02,"Fix an odd prime 31. For each positive integer n, let L_p(n) be the last non-zero digit of n! when written in base 31. Let k_p(t) be the 9-th smallest positive integer k such that L_p(k n) = L_p(n) for all integers n ≥ 1. For the given 31 and 9, how many base-10 digits does k_p(t) have?",24
4_prompt03_s03,"Fix an odd prime 31. For each positive integer n, let L_p(n) be the last non-zero digit of n! when written in base 31. Let k_p(t) be the 8-th smallest positive integer k such that L_p(k n) = L_p(n) for all integers n ≥ 1. For the given 31 and 8, how many base-10 digits does k_p(t) have?",21
4_prompt03_s04,"Fix an odd prime 23. For each positive integer n, let L_p(n) be the last non-zero digit of n! when written in base 23. Let k_p(t) be the 7-th smallest positive integer k such that L_p(k n) = L_p(n) for all integers n ≥ 1. For the given 23 and 7, how many base-10 digits does k_p(t) have?",17
4_prompt03_s05,"Fix an odd prime 13. For each positive integer n, let L_p(n) be the last non-zero digit of n! when written in base 13. Let k_p(t) be the 6-th smallest positive integer k such that L_p(k n) = L_p(n) for all integers n ≥ 1. For the given 13 and 6, how many base-10 digits does k_p(t) have?",12
40_prompt02_s01,"Let S = {1, 2, ..., 78} and list its 2^78 subsets as A_1, A_2, ..., A_{2^78}. For any two subsets, define the symmetric difference A_i Δ A_j. For each ordered pair (i, j), compute z_{i,j} = sum_{x in A_i Δ A_j} (4·x + 13), where the sum over an empty set is 0, and fill the table entry M_{i,j} = 2·z_{i,j}^2 + 3·z_{i,j} + 7. Let T be the sum of all entries M_{i,j} taken only over those pairs with |A_i Δ A_j| ≡ 1 (mod 4). Find the remainder of T when divided by 55203701.",27204906
40_prompt02_s03,"Let S = {1, 2, ..., 176} and list its 2^176 subsets as A_1, A_2, ..., A_{2^176}. For any two subsets, define the symmetric difference A_i Δ A_j. For each ordered pair (i, j), compute z_{i,j} = sum_{x in A_i Δ A_j} (5·x + 12), where the sum over an empty set is 0, and fill the table entry M_{i,j} = 7·z_{i,j}^2 + 6·z_{i,j} + 12. Let T be the sum of all entries M_{i,j} taken only over those pairs with |A_i Δ A_j| ≡ 0 (mod 3). Find the remainder of T when divided by 55577739.",9870909
40_prompt03_s01,"In a math contest, let S = {1, 2, ..., 121}. For each i in S, assign an integer weight w_i = 46*i^2 + 17*i + 14. Consider all 2^121 subsets of S and form a table M with 2^121 rows and 2^121 columns whose rows and columns are indexed by these subsets. For any pair of subsets A and B, place the number (sum of the weights of the elements in the symmetric difference A Δ B)^3 in the corresponding cell of M. Compute the remainder when the sum of all entries of M is divided by 438472923.",234007034
40_prompt03_s02,"In a math contest, let S = {1, 2, ..., 144}. For each i in S, assign the integer weight w_i = 2i^2 - 19i - 3. Consider all 2^144 subsets of S and form a table M with 2^144 rows and 2^144 columns whose rows and columns are indexed by these subsets. For any pair of subsets A and B, place the number (sum of the weights of the elements in the symmetric difference A Δ B)^3 in the corresponding cell of M. Compute the remainder when the sum of all entries of M is divided by 583625531.",683109
40_prompt03_s04,"In a math contest, let \(S=\{1,2,\dots,349\}\). For each \(i\in S\), assign the integer weight \(w_i=-49i^2-44i+18\). Consider all \(2^{349}\) subsets of \(S\), and form a table \(M\) with \(2^{349}\) rows and \(2^{349}\) columns whose rows and columns are indexed by these subsets. For any pair of subsets \(A\) and \(B\), place the number \(\left(\sum_{x\in A\triangle B} w_x\right)^3\) in the corresponding cell of \(M\), where \(A\triangle B\) denotes the symmetric difference of \(A\) and \(B\). Compute the remainder when the sum of all entries of \(M\) is divided by \(806439117\).",314463439
41_prompt01_s01,"In a math contest, 7 real numbers x_1, x_2, ..., x_7 satisfy |x_1| + |x_2| + ... + |x_7| = 1. Let (c_2, c_3, ..., c_7) = (5, 4, 3, 2, 4, 4), and define
D = |x_1| + \sum_{k=2}^{7} |c_k(x_1 + x_2 + ... + x_{k-1}) - x_k|.
Let M be the maximal possible value of 1/D over all such real sequences (x_i). Compute M modulo 939.",549
41_prompt01_s02,"In a math contest, 20 real numbers x_1, x_2, ..., x_20 satisfy |x_1| + |x_2| + ... + |x_20| = 1. For fixed positive integers c_2, c_3, ..., c_20 given by the list [2, 6, 2, 5, 2, 5, 2, 2, 4, 6, 5, 6, 3, 6, 2, 3, 5, 1, 2], define
D = |x_1| + |c_2 x_1 - x_2| + |c_3(x_1 + x_2) - x_3| + ... + |c_20(x_1 + x_2 + ... + x_19) - x_20|.
Let M be the maximal possible value of 1/D over all such real sequences (x_i). Compute M modulo 4096.",3584
